Year of End Time (Adj),Month of End Time (Adj),In Library,Artist Name,Track Name,Album,End Time,End Time (Adj),Track Uri,Unique ID,F1,Minutes Listened,Ms Played
2021,March,0,Waxahatchee,Arkadelphia,,3/10/2021 3:13:00 PM,3/10/2021 10:13:00 AM,,Waxahatchee:Arkadelphia,6467,4.8491,290946
2021,August,0,Waxahatchee,Fruits of My Labor,,8/11/2021 5:29:00 PM,8/11/2021 12:29:00 PM,,Waxahatchee:Fruits of My Labor,15301,5.084,305040
2021,August,0,Waxahatchee,Fruits of My Labor,,8/11/2021 8:02:00 PM,8/11/2021 3:02:00 PM,,Waxahatchee:Fruits of My Labor,15316,5.084,305040
2021,February,0,Waxahatchee,Hell,,2/18/2021 12:31:00 AM,2/17/2021 7:31:00 PM,,Waxahatchee:Hell,5565,0.881033333,52862
2020,December,0,Waxahatchee,Hell,,12/2/2020 4:46:00 PM,12/2/2020 11:46:00 AM,,Waxahatchee:Hell,3373,2.986,179160
2020,December,0,Waxahatchee,Hell,,12/2/2020 6:58:00 PM,12/2/2020 1:58:00 PM,,Waxahatchee:Hell,3384,2.986,179160
2021,February,0,Waxahatchee,Hell,,2/17/2021 1:50:00 PM,2/17/2021 8:50:00 AM,,Waxahatchee:Hell,5553,2.986,179160
2021,March,0,Waxahatchee,Hell,,3/8/2021 4:32:00 PM,3/8/2021 11:32:00 AM,,Waxahatchee:Hell,6359,2.986,179160
2021,March,0,Waxahatchee,Hell,,3/8/2021 9:25:00 PM,3/8/2021 4:25:00 PM,,Waxahatchee:Hell,6383,2.986,179160
2021,March,0,Waxahatchee,Hell,,3/9/2021 12:36:00 AM,3/8/2021 7:36:00 PM,,Waxahatchee:Hell,6394,2.986,179160
2021,March,0,Waxahatchee,Hell,,3/10/2021 3:02:00 PM,3/10/2021 10:02:00 AM,,Waxahatchee:Hell,6464,2.986,179160
2021,March,0,Waxahatchee,Hell,,3/18/2021 2:58:00 PM,3/18/2021 9:58:00 AM,,Waxahatchee:Hell,6868,2.986,179160
2021,March,0,Waxahatchee,Ruby Falls,,3/8/2021 2:54:00 PM,3/8/2021 9:54:00 AM,,Waxahatchee:Ruby Falls,6354,0.104466667,6268
2021,March,0,Waxahatchee,Ruby Falls,,3/9/2021 12:57:00 PM,3/9/2021 7:57:00 AM,,Waxahatchee:Ruby Falls,6398,0.698833333,41930
2020,December,0,Waxahatchee,Ruby Falls,,12/2/2020 6:33:00 PM,12/2/2020 1:33:00 PM,,Waxahatchee:Ruby Falls,3377,3.852216667,231133
2020,December,0,Waxahatchee,Ruby Falls,,12/2/2020 7:13:00 PM,12/2/2020 2:13:00 PM,,Waxahatchee:Ruby Falls,3389,3.852216667,231133
2021,February,0,Waxahatchee,Ruby Falls,,2/17/2021 5:15:00 PM,2/17/2021 12:15:00 PM,,Waxahatchee:Ruby Falls,5558,3.852216667,231133
2021,March,0,Waxahatchee,Ruby Falls,,3/8/2021 4:47:00 PM,3/8/2021 11:47:00 AM,,Waxahatchee:Ruby Falls,6363,3.852216667,231133
2021,March,0,Waxahatchee,Ruby Falls,,3/8/2021 9:39:00 PM,3/8/2021 4:39:00 PM,,Waxahatchee:Ruby Falls,6387,3.852216667,231133
2021,March,0,Waxahatchee,Ruby Falls,,3/10/2021 3:17:00 PM,3/10/2021 10:17:00 AM,,Waxahatchee:Ruby Falls,6468,3.852216667,231133
2020,December,0,Waxahatchee,St. Cloud,,12/2/2020 7:13:00 PM,12/2/2020 2:13:00 PM,,Waxahatchee:St. Cloud,3388,0.282866667,16972
2020,December,0,Waxahatchee,St. Cloud,,12/2/2020 6:37:00 PM,12/2/2020 1:37:00 PM,,Waxahatchee:St. Cloud,3378,4.69555,281733
2021,February,0,Waxahatchee,St. Cloud,,2/17/2021 5:20:00 PM,2/17/2021 12:20:00 PM,,Waxahatchee:St. Cloud,5559,4.69555,281733
2021,March,0,Waxahatchee,St. Cloud,,3/8/2021 4:51:00 PM,3/8/2021 11:51:00 AM,,Waxahatchee:St. Cloud,6364,4.69555,281733
2021,March,0,Waxahatchee,St. Cloud,,3/8/2021 10:51:00 PM,3/8/2021 5:51:00 PM,,Waxahatchee:St. Cloud,6388,4.69555,281733
2021,March,0,Waxahatchee,St. Cloud,,3/10/2021 3:21:00 PM,3/10/2021 10:21:00 AM,,Waxahatchee:St. Cloud,6469,4.69555,281733
2021,March,0,Waxahatchee,St. Cloud,,3/18/2021 3:25:00 PM,3/18/2021 10:25:00 AM,,Waxahatchee:St. Cloud,6875,4.69555,281733
2021,March,0,Waxahatchee,St. Cloud,,3/18/2021 6:27:00 PM,3/18/2021 1:27:00 PM,,Waxahatchee:St. Cloud,6878,4.69555,281733
2021,March,0,Waxahatchee,The Eye,,3/18/2021 9:55:00 PM,3/18/2021 4:55:00 PM,,Waxahatchee:The Eye,6898,3.9202,235212
2020,December,0,Waxahatchee,The Eye,,12/2/2020 2:45:00 PM,12/2/2020 9:45:00 AM,,Waxahatchee:The Eye,3372,4.305333333,258320
2020,December,0,Waxahatchee,The Eye,,12/2/2020 6:55:00 PM,12/2/2020 1:55:00 PM,,Waxahatchee:The Eye,3383,4.305333333,258320
2021,February,0,Waxahatchee,The Eye,,2/17/2021 1:47:00 PM,2/17/2021 8:47:00 AM,,Waxahatchee:The Eye,5552,4.305333333,258320
2021,February,0,Waxahatchee,The Eye,,2/17/2021 7:10:00 PM,2/17/2021 2:10:00 PM,,Waxahatchee:The Eye,5564,4.305333333,258320
2021,March,0,Waxahatchee,The Eye,,3/8/2021 4:29:00 PM,3/8/2021 11:29:00 AM,,Waxahatchee:The Eye,6358,4.305333333,258320
2021,March,0,Waxahatchee,The Eye,,3/8/2021 8:42:00 PM,3/8/2021 3:42:00 PM,,Waxahatchee:The Eye,6382,4.305333333,258320
2021,March,0,Waxahatchee,The Eye,,3/9/2021 12:33:00 AM,3/8/2021 7:33:00 PM,,Waxahatchee:The Eye,6393,4.305333333,258320
2021,March,0,Waxahatchee,The Eye,,3/10/2021 1:44:00 PM,3/10/2021 8:44:00 AM,,Waxahatchee:The Eye,6463,4.305333333,258320
2021,March,0,Waxahatchee,The Eye,,3/17/2021 8:43:00 PM,3/17/2021 3:43:00 PM,,Waxahatchee:The Eye,6816,4.305333333,258320
2020,December,0,Waxahatchee,War,,12/2/2020 6:24:00 PM,12/2/2020 1:24:00 PM,,Waxahatchee:War,3375,3.166883333,190013
2020,December,0,Waxahatchee,War,,12/2/2020 7:04:00 PM,12/2/2020 2:04:00 PM,,Waxahatchee:War,3386,3.166883333,190013
2021,February,0,Waxahatchee,War,,2/17/2021 1:55:00 PM,2/17/2021 8:55:00 AM,,Waxahatchee:War,5555,3.166883333,190013
2021,March,0,Waxahatchee,War,,3/8/2021 4:38:00 PM,3/8/2021 11:38:00 AM,,Waxahatchee:War,6361,3.166883333,190013
2021,March,0,Waxahatchee,War,,3/8/2021 9:31:00 PM,3/8/2021 4:31:00 PM,,Waxahatchee:War,6385,3.166883333,190013
2021,March,0,Waxahatchee,War,,3/9/2021 12:42:00 AM,3/8/2021 7:42:00 PM,,Waxahatchee:War,6396,3.166883333,190013
2021,March,0,Waxahatchee,War,,3/10/2021 3:08:00 PM,3/10/2021 10:08:00 AM,,Waxahatchee:War,6466,3.166883333,190013
2020,December,0,Waxahatchee,Witches,,12/2/2020 4:49:00 PM,12/2/2020 11:49:00 AM,,Waxahatchee:Witches,3374,2.808433333,168506
2020,December,0,Waxahatchee,Witches,,12/2/2020 7:01:00 PM,12/2/2020 2:01:00 PM,,Waxahatchee:Witches,3385,2.808433333,168506
2021,February,0,Waxahatchee,Witches,,2/17/2021 1:52:00 PM,2/17/2021 8:52:00 AM,,Waxahatchee:Witches,5554,2.808433333,168506
2021,March,0,Waxahatchee,Witches,,3/8/2021 4:35:00 PM,3/8/2021 11:35:00 AM,,Waxahatchee:Witches,6360,2.808433333,168506
2021,March,0,Waxahatchee,Witches,,3/8/2021 9:28:00 PM,3/8/2021 4:28:00 PM,,Waxahatchee:Witches,6384,2.808433333,168506
2021,March,0,Waxahatchee,Witches,,3/9/2021 12:39:00 AM,3/8/2021 7:39:00 PM,,Waxahatchee:Witches,6395,2.808433333,168506
2021,March,0,Waxahatchee,Witches,,3/10/2021 3:05:00 PM,3/10/2021 10:05:00 AM,,Waxahatchee:Witches,6465,2.808433333,168506
2021,March,0,Waxahatchee,Witches,,3/18/2021 7:22:00 PM,3/18/2021 2:22:00 PM,,Waxahatchee:Witches,6884,2.808433333,168506
2021,March,0,Waxahatchee,With You,,3/8/2021 5:00:00 PM,3/8/2021 12:00:00 PM,,Waxahatchee:With You,6367,1.855666667,111340
2021,January,0,We The Kings,"Check Yes, Juliet",,1/20/2021 3:20:00 AM,1/19/2021 10:20:00 PM,,"We The Kings:Check Yes, Juliet",4688,0.23395,14037
2021,August,0,We The Kings,"Check Yes, Juliet",,8/6/2021 10:57:00 PM,8/6/2021 5:57:00 PM,,"We The Kings:Check Yes, Juliet",15161,3.6691,220146
2021,August,0,We The Kings,"Check Yes, Juliet",,8/7/2021 1:57:00 AM,8/6/2021 8:57:00 PM,,"We The Kings:Check Yes, Juliet",15172,3.6691,220146
2021,July,0,Weezer,Buddy Holly,,7/31/2021 2:50:00 PM,7/31/2021 9:50:00 AM,,Weezer:Buddy Holly,14467,0.037766667,2266
2021,June,0,Weezer,Say It Ain't So,,6/26/2021 3:30:00 PM,6/26/2021 10:30:00 AM,,Weezer:Say It Ain't So,12061,4.313766667,258826
2020,November,0,Westerman,Confirmation (SSBD),,11/17/2020 9:10:00 PM,11/17/2020 4:10:00 PM,,Westerman:Confirmation (SSBD),2863,4.304433333,258266
2020,November,0,Westerman,Confirmation (SSBD),,11/18/2020 3:41:00 PM,11/18/2020 10:41:00 AM,,Westerman:Confirmation (SSBD),2869,4.304433333,258266
2021,February,0,Westerman,Think I'll Stay,,2/24/2021 4:55:00 PM,2/24/2021 11:55:00 AM,,Westerman:Think I'll Stay,5809,3.3271,199626
2021,June,0,Wet,You're the Best - EP Version,,6/9/2021 9:44:00 PM,6/9/2021 4:44:00 PM,,Wet:You're the Best - EP Version,11187,0.043833333,2630
2020,October,0,Weyes Blood,Movies,,10/10/2020 4:56:00 PM,10/10/2020 11:56:00 AM,,Weyes Blood:Movies,1534,0.6926,41556
2020,October,0,Weyes Blood,Something to Believe,,10/22/2020 2:06:00 PM,10/22/2020 9:06:00 AM,,Weyes Blood:Something to Believe,1897,4.759333333,285560
2020,December,0,Wham!,Last Christmas,,12/21/2020 12:42:00 AM,12/20/2020 7:42:00 PM,,Wham!:Last Christmas,3879,0.0256,1536
2020,December,0,Wham!,Last Christmas,,12/21/2020 9:01:00 PM,12/21/2020 4:01:00 PM,,Wham!:Last Christmas,3920,0.027366667,1642
2020,November,0,Wham!,Last Christmas,,11/29/2020 11:02:00 PM,11/29/2020 6:02:00 PM,,Wham!:Last Christmas,3246,4.382666667,262960
2020,December,0,Wham!,Last Christmas,,12/6/2020 3:14:00 PM,12/6/2020 10:14:00 AM,,Wham!:Last Christmas,3597,4.382666667,262960
2020,December,0,Wham!,Last Christmas,,12/6/2020 4:29:00 PM,12/6/2020 11:29:00 AM,,Wham!:Last Christmas,3611,4.382666667,262960
2020,December,0,Wham!,Last Christmas,,12/19/2020 5:12:00 PM,12/19/2020 12:12:00 PM,,Wham!:Last Christmas,3819,4.382666667,262960
2020,December,0,Wham!,Last Christmas,,12/20/2020 2:49:00 PM,12/20/2020 9:49:00 AM,,Wham!:Last Christmas,3842,4.382666667,262960
2020,December,0,Wham!,Last Christmas,,12/21/2020 12:53:00 AM,12/20/2020 7:53:00 PM,,Wham!:Last Christmas,3890,4.382666667,262960
2020,December,0,Wham!,Last Christmas,,12/25/2020 2:39:00 PM,12/25/2020 9:39:00 AM,,Wham!:Last Christmas,3958,4.382666667,262960
2020,October,0,Wheatus,Teenage Dirtbag,,10/3/2020 7:10:00 PM,10/3/2020 2:10:00 PM,,Wheatus:Teenage Dirtbag,1103,0,0
2021,March,0,Whethan,Be Like You (feat. Broods),,3/30/2021 12:42:00 AM,3/29/2021 7:42:00 PM,,Whethan:Be Like You (feat. Broods),7749,2.690516667,161431
2021,March,0,Whethan,I Miss You,,3/30/2021 12:44:00 AM,3/29/2021 7:44:00 PM,,Whethan:I Miss You,7750,1.839816667,110389
2021,March,0,Whethan,Superlove (feat. Oh Wonder),,3/30/2021 12:40:00 AM,3/29/2021 7:40:00 PM,,Whethan:Superlove (feat. Oh Wonder),7748,3.080233333,184814
2021,March,0,Whethan,Together,,3/30/2021 12:40:00 PM,3/30/2021 7:40:00 AM,,Whethan:Together,7768,2.394883333,143693
2021,March,0,Whethan,Together,,3/29/2021 11:01:00 PM,3/29/2021 6:01:00 PM,,Whethan:Together,7747,3.641316667,218479
2021,March,0,Whethan,Top Shelf (feat. Bipolar Sunshine),,3/30/2021 12:34:00 PM,3/30/2021 7:34:00 AM,,Whethan:Top Shelf (feat. Bipolar Sunshine),7766,0.518883333,31133
2021,March,0,Whethan,Top Shelf (feat. Bipolar Sunshine),,3/29/2021 10:54:00 PM,3/29/2021 5:54:00 PM,,Whethan:Top Shelf (feat. Bipolar Sunshine),7745,3.027216667,181633
2021,March,0,Whethan,Wallflower,,3/30/2021 12:45:00 AM,3/29/2021 7:45:00 PM,,Whethan:Wallflower,7751,0.850833333,51050
2021,March,0,Whethan,Wallflower,,3/29/2021 10:24:00 PM,3/29/2021 5:24:00 PM,,Whethan:Wallflower,7743,1.889033333,113342
2021,March,0,Whethan,Wallflower,,3/30/2021 12:30:00 PM,3/30/2021 7:30:00 AM,,Whethan:Wallflower,7764,1.889033333,113342
2021,April,0,Whethan,Warning Signs (feat. Kevin George),,4/27/2021 6:56:00 PM,4/27/2021 1:56:00 PM,,Whethan:Warning Signs (feat. Kevin George),9202,0.520883333,31253
2020,December,0,Whitney,FTA,,12/4/2020 5:46:00 PM,12/4/2020 12:46:00 PM,,Whitney:FTA,3466,2.45975,147585
2021,April,0,Whitney,Giving Up,,4/20/2021 4:18:00 PM,4/20/2021 11:18:00 AM,,Whitney:Giving Up,8766,3.174433333,190466
2021,April,0,Whitney,Giving Up,,4/25/2021 3:16:00 PM,4/25/2021 10:16:00 AM,,Whitney:Giving Up,9036,3.174433333,190466
2020,December,0,Whitney,Hammond Song,,12/4/2020 5:08:00 PM,12/4/2020 12:08:00 PM,,Whitney:Hammond Song,3455,5.0114,300684
2021,March,0,Whitney,No Woman,,3/10/2021 5:56:00 PM,3/10/2021 12:56:00 PM,,Whitney:No Woman,6496,3.966216667,237973
2021,July,0,Whitney,No Woman,,7/20/2021 9:35:00 PM,7/20/2021 4:35:00 PM,,Whitney:No Woman,13898,3.966216667,237973
2021,September,0,Whitney,Southern Nights,,9/2/2021 6:36:00 PM,9/2/2021 1:36:00 PM,,Whitney:Southern Nights,16069,3.50345,210207
2020,December,0,Whitney,Southern Nights,,12/4/2020 4:59:00 PM,12/4/2020 11:59:00 AM,,Whitney:Southern Nights,3453,3.543683333,212621
2021,September,0,Whitney,Southern Nights,,9/2/2021 7:02:00 PM,9/2/2021 2:02:00 PM,,Whitney:Southern Nights,16080,3.543683333,212621
2021,April,0,Whitney,Strange Overtones,,4/29/2021 10:37:00 PM,4/29/2021 5:37:00 PM,,Whitney:Strange Overtones,9321,3.449916667,206995
2020,December,0,Whitney,"Take Me Home, Country Roads (ft. Waxahatchee)",,12/4/2020 5:18:00 PM,12/4/2020 12:18:00 PM,,"Whitney:Take Me Home, Country Roads (ft. Waxahatchee)",3459,0.617283333,37037
2021,March,0,Whitney,Used To Be Lonely,,3/19/2021 8:03:00 PM,3/19/2021 3:03:00 PM,,Whitney:Used To Be Lonely,6985,3.816,228960
2021,March,0,Whitney,Used To Be Lonely,,3/27/2021 2:20:00 PM,3/27/2021 9:20:00 AM,,Whitney:Used To Be Lonely,7546,3.816,228960
2021,July,0,Whitney,Valleys (My Love),,7/31/2021 7:53:00 PM,7/31/2021 2:53:00 PM,,Whitney:Valleys (My Love),14579,2.903266667,174196
2020,October,0,Whitney,Valleys (My Love),,10/23/2020 2:48:00 PM,10/23/2020 9:48:00 AM,,Whitney:Valleys (My Love),1936,3.940883333,236453
2020,November,0,Whitney,Valleys (My Love),,11/4/2020 7:52:00 PM,11/4/2020 2:52:00 PM,,Whitney:Valleys (My Love),2344,3.940883333,236453
2021,April,0,Whitney,Valleys (My Love),,4/23/2021 12:14:00 AM,4/22/2021 7:14:00 PM,,Whitney:Valleys (My Love),8937,3.940883333,236453
2021,April,0,Whitney,Valleys (My Love),,4/23/2021 1:56:00 PM,4/23/2021 8:56:00 AM,,Whitney:Valleys (My Love),8942,3.940883333,236453
2021,June,0,Whitney,Valleys (My Love),,6/27/2021 5:08:00 PM,6/27/2021 12:08:00 PM,,Whitney:Valleys (My Love),12198,3.940883333,236453
2021,July,0,Whitney,Valleys (My Love),,7/6/2021 4:41:00 PM,7/6/2021 11:41:00 AM,,Whitney:Valleys (My Love),12947,3.940883333,236453
2021,July,0,Whitney,Valleys (My Love),,7/20/2021 9:20:00 PM,7/20/2021 4:20:00 PM,,Whitney:Valleys (My Love),13894,3.940883333,236453
2021,April,0,Widowspeak,All Yours,,4/26/2021 9:01:00 PM,4/26/2021 4:01:00 PM,,Widowspeak:All Yours,9113,0.320083333,19205
2021,April,0,Widowspeak,All Yours,,4/26/2021 9:47:00 PM,4/26/2021 4:47:00 PM,,Widowspeak:All Yours,9114,3.391316667,203479
2021,July,0,Widowspeak,All Yours,,7/20/2021 9:16:00 PM,7/20/2021 4:16:00 PM,,Widowspeak:All Yours,13893,3.7068,222408
2021,March,0,Widowspeak,Harvest Moon,,3/17/2021 6:30:00 PM,3/17/2021 1:30:00 PM,,Widowspeak:Harvest Moon,6793,5.188416667,311305
2020,November,0,Widowspeak,Plum,,11/18/2020 9:58:00 PM,11/18/2020 4:58:00 PM,,Widowspeak:Plum,2897,4.4159,264954
2020,November,0,Widowspeak,The Good Ones,,11/17/2020 3:22:00 PM,11/17/2020 10:22:00 AM,,Widowspeak:The Good Ones,2858,1.758833333,105530
2020,November,0,Widowspeak,The Good Ones,,11/17/2020 8:58:00 PM,11/17/2020 3:58:00 PM,,Widowspeak:The Good Ones,2859,2.888583333,173315
2020,November,0,Widowspeak,The Good Ones,,11/18/2020 3:37:00 PM,11/18/2020 10:37:00 AM,,Widowspeak:The Good Ones,2868,4.6484,278904
2021,April,0,Wilco,Everyone Hides,,4/20/2021 4:21:00 PM,4/20/2021 11:21:00 AM,,Wilco:Everyone Hides,8767,2.9996,179976
2021,March,0,Wilco,Heavy Metal Drummer,,3/10/2021 6:15:00 PM,3/10/2021 1:15:00 PM,,Wilco:Heavy Metal Drummer,6503,3.147333333,188840
2021,March,0,Wilco,"Jesus, Etc.",,3/4/2021 1:10:00 AM,3/3/2021 8:10:00 PM,,"Wilco:Jesus, Etc.",6201,0.56555,33933
2021,March,0,Wilco,"Jesus, Etc.",,3/3/2021 10:19:00 PM,3/3/2021 5:19:00 PM,,"Wilco:Jesus, Etc.",6187,3.85,231000
2020,December,0,Wilco,Love Is Everywhere (Beware),,12/4/2020 5:34:00 PM,12/4/2020 12:34:00 PM,,Wilco:Love Is Everywhere (Beware),3463,3.552116667,213127
2021,March,0,Wilco,You and I,,3/3/2021 10:53:00 PM,3/3/2021 5:53:00 PM,,Wilco:You and I,6194,3.420666667,205240
2021,June,0,Wild Belle,June,,6/28/2021 9:28:00 PM,6/28/2021 4:28:00 PM,,Wild Belle:June,12345,4.05355,243213
2020,November,0,Wild Nothing,Chinatown,,11/13/2020 8:41:00 PM,11/13/2020 3:41:00 PM,,Wild Nothing:Chinatown,2666,3.314033333,198842
2021,July,0,Wild Rivers,Thinking 'Bout Love,,7/4/2021 2:05:00 AM,7/3/2021 9:05:00 PM,,Wild Rivers:Thinking 'Bout Love,12793,0.006383333,383
2021,May,0,Wild Rivers,Thinking 'Bout Love,,5/24/2021 11:51:00 AM,5/24/2021 6:51:00 AM,,Wild Rivers:Thinking 'Bout Love,10239,3.323183333,199391
2021,June,0,Wild Rivers,Thinking 'Bout Love,,6/3/2021 9:24:00 PM,6/3/2021 4:24:00 PM,,Wild Rivers:Thinking 'Bout Love,10694,3.323183333,199391
2021,July,0,Wild Rivers,Wandering Child,,7/5/2021 3:46:00 PM,7/5/2021 10:46:00 AM,,Wild Rivers:Wandering Child,12845,3.073766667,184426
2021,August,0,Wilkinson,Afterglow,,8/27/2021 9:22:00 PM,8/27/2021 4:22:00 PM,,Wilkinson:Afterglow,15865,0.45545,27327
2021,August,0,Wilkinson,Afterglow,,8/30/2021 2:27:00 PM,8/30/2021 9:27:00 AM,,Wilkinson:Afterglow,15970,3.542933333,212576
2021,August,0,Wilkinson,Afterglow,,8/27/2021 9:25:00 PM,8/27/2021 4:25:00 PM,,Wilkinson:Afterglow,15866,3.752866667,225172
2021,February,0,Willie J Healey,True Stereo,,2/3/2021 3:50:00 PM,2/3/2021 10:50:00 AM,,Willie J Healey:True Stereo,4939,3.533666667,212020
2021,April,0,Willie J Healey,True Stereo,,4/25/2021 8:01:00 PM,4/25/2021 3:01:00 PM,,Willie J Healey:True Stereo,9068,3.533666667,212020
2021,July,0,Wings,Arrow Through Me - Remastered 1993,,7/24/2021 2:09:00 PM,7/24/2021 9:09:00 AM,,Wings:Arrow Through Me - Remastered 1993,14069,3.472866667,208372
2021,July,0,Wings,Jet - Remastered 2010,,7/31/2021 11:41:00 PM,7/31/2021 6:41:00 PM,,Wings:Jet - Remastered 2010,14737,0.068316667,4099
2021,April,0,Wingtip,Rewind,,4/21/2021 11:57:00 PM,4/21/2021 6:57:00 PM,,Wingtip:Rewind,8825,0.645116667,38707
2021,April,0,Wingtip,Rewind,,4/22/2021 12:03:00 AM,4/21/2021 7:03:00 PM,,Wingtip:Rewind,8827,3.288883333,197333
2021,January,0,WizKid,Come Closer (feat. Drake),,1/30/2021 3:06:00 PM,1/30/2021 10:06:00 AM,,WizKid:Come Closer (feat. Drake),4839,3.52155,211293
2021,January,0,WizKid,Essence (feat. Tems),,1/29/2021 2:50:00 PM,1/29/2021 9:50:00 AM,,WizKid:Essence (feat. Tems),4818,4.134,248040
2021,February,0,WizKid,Essence (feat. Tems),,2/1/2021 4:07:00 PM,2/1/2021 11:07:00 AM,,WizKid:Essence (feat. Tems),4866,4.134,248040
2021,January,0,WizKid,Ghetto Love,,1/30/2021 3:13:00 PM,1/30/2021 10:13:00 AM,,WizKid:Ghetto Love,4841,3.306116667,198367
2021,January,0,WizKid,No Stress,,1/30/2021 2:50:00 PM,1/30/2021 9:50:00 AM,,WizKid:No Stress,4835,3.378433333,202706
2021,January,0,WizKid,Ojuelegba,,1/30/2021 3:10:00 PM,1/30/2021 10:10:00 AM,,WizKid:Ojuelegba,4840,3.604033333,216242
2021,January,0,WizKid,Piece of Me (feat. Ella Mai),,1/30/2021 3:03:00 PM,1/30/2021 10:03:00 AM,,WizKid:Piece of Me (feat. Ella Mai),4838,3.276,196560
2021,January,0,WizKid,Smile (feat. H.E.R.),,1/30/2021 3:00:00 PM,1/30/2021 10:00:00 AM,,WizKid:Smile (feat. H.E.R.),4837,4.197433333,251846
2020,November,0,Wizzard,I Wish It Could Be Christmas Everyday,,11/30/2020 12:38:00 AM,11/29/2020 7:38:00 PM,,Wizzard:I Wish It Could Be Christmas Everyday,3271,0.265866667,15952
2020,November,0,Wolf Alice,Bros,,11/11/2020 4:44:00 PM,11/11/2020 11:44:00 AM,,Wolf Alice:Bros,2503,3.745333333,224720
2021,August,0,Wolf Alice,Bros,,8/28/2021 4:12:00 PM,8/28/2021 11:12:00 AM,,Wolf Alice:Bros,15882,3.745333333,224720
2021,August,0,Wolf Alice,Don't Delete The Kisses,,8/5/2021 4:16:00 PM,8/5/2021 11:16:00 AM,,Wolf Alice:Don't Delete The Kisses,15118,4.4241,265446
2020,November,0,Wolf Alice,Fluffy,,11/11/2020 7:53:00 PM,11/11/2020 2:53:00 PM,,Wolf Alice:Fluffy,2522,2.736,164160
2020,November,0,Wolf Alice,Freazy,,11/11/2020 5:19:00 PM,11/11/2020 12:19:00 PM,,Wolf Alice:Freazy,2518,3.247333333,194840
2020,November,0,Wolf Alice,Giant Peach,,11/11/2020 7:41:00 PM,11/11/2020 2:41:00 PM,,Wolf Alice:Giant Peach,2519,4.59155,275493
2021,August,0,Wolf Alice,How Can I Make It Ok?,,8/28/2021 4:04:00 PM,8/28/2021 11:04:00 AM,,Wolf Alice:How Can I Make It Ok?,15880,4.790666667,287440
2020,November,0,Wolf Alice,Lisbon,,11/11/2020 5:12:00 PM,11/11/2020 12:12:00 PM,,Wolf Alice:Lisbon,2516,3.434216667,206053
2020,November,0,Wolf Alice,Moaning Lisa Smile,,11/11/2020 4:50:00 PM,11/11/2020 11:50:00 AM,,Wolf Alice:Moaning Lisa Smile,2505,0.726483333,43589
2020,November,0,Wolf Alice,Moaning Lisa Smile,,11/11/2020 5:05:00 PM,11/11/2020 12:05:00 PM,,Wolf Alice:Moaning Lisa Smile,2514,2.706433333,162386
2020,November,0,Wolf Alice,Silk,,11/11/2020 5:16:00 PM,11/11/2020 12:16:00 PM,,Wolf Alice:Silk,2517,4.066433333,243986
2020,November,0,Wolf Alice,Soapy Water,,11/11/2020 7:50:00 PM,11/11/2020 2:50:00 PM,,Wolf Alice:Soapy Water,2521,3.702883333,222173
2020,November,0,Wolf Alice,Swallowtail,,11/11/2020 7:47:00 PM,11/11/2020 2:47:00 PM,,Wolf Alice:Swallowtail,2520,5.6851,341106
2020,November,0,Wolf Alice,The Wonderwhy (Hidden Track),,11/11/2020 7:55:00 PM,11/11/2020 2:55:00 PM,,Wolf Alice:The Wonderwhy (Hidden Track),2523,1.999633333,119978
2020,November,0,Wolf Alice,Turn To Dust,,11/11/2020 4:40:00 PM,11/11/2020 11:40:00 AM,,Wolf Alice:Turn To Dust,2502,3.132216667,187933
2020,November,0,Wolf Alice,You're a Germ,,11/11/2020 5:08:00 PM,11/11/2020 12:08:00 PM,,Wolf Alice:You're a Germ,2515,2.886,173160
2020,November,0,Wolf Alice,Your Loves Whore,,11/11/2020 4:49:00 PM,11/11/2020 11:49:00 AM,,Wolf Alice:Your Loves Whore,2504,4.954883333,297293
2021,March,0,Wyldest,Hollow,,3/29/2021 4:07:00 PM,3/29/2021 11:07:00 AM,,Wyldest:Hollow,7704,3.073883333,184433
