Year of End Time (Adj),Month of End Time (Adj),In Library,Artist Name,Track Name,Album,End Time,End Time (Adj),Track Uri,Unique ID,F1,Minutes Listened,Ms Played
2021,May,1,Whethan,Radar (feat. HONNE),"Life of a Wallflower, Vol. 1",5/31/2021 10:34:00 PM,5/31/2021 5:34:00 PM,1WfMi7xvOti8F4dSf7atd9,Whethan:Radar (feat. HONNE),10499,3.39045,203427
2021,June,1,Whethan,Radar (feat. HONNE),"Life of a Wallflower, Vol. 1",6/13/2021 4:48:00 PM,6/13/2021 11:48:00 AM,1WfMi7xvOti8F4dSf7atd9,Whethan:Radar (feat. HONNE),11386,3.39045,203427
2021,June,1,Whethan,Radar (feat. HONNE),"Life of a Wallflower, Vol. 1",6/26/2021 5:31:00 PM,6/26/2021 12:31:00 PM,1WfMi7xvOti8F4dSf7atd9,Whethan:Radar (feat. HONNE),12097,3.39045,203427
2021,July,1,Whethan,Radar (feat. HONNE),"Life of a Wallflower, Vol. 1",7/5/2021 7:13:00 PM,7/5/2021 2:13:00 PM,1WfMi7xvOti8F4dSf7atd9,Whethan:Radar (feat. HONNE),12890,3.39045,203427
2021,July,1,Whethan,Radar (feat. HONNE),"Life of a Wallflower, Vol. 1",7/29/2021 11:59:00 AM,7/29/2021 6:59:00 AM,1WfMi7xvOti8F4dSf7atd9,Whethan:Radar (feat. HONNE),14369,3.39045,203427
2021,June,1,Harry Styles,Lights Up,Lights Up,6/11/2021 11:05:00 PM,6/11/2021 6:05:00 PM,2plLJpUcYPFrl1sW2pMG63,Harry Styles:Lights Up,11372,0.00355,213
2021,June,1,Harry Styles,Lights Up,Lights Up,6/27/2021 7:45:00 PM,6/27/2021 2:45:00 PM,2plLJpUcYPFrl1sW2pMG63,Harry Styles:Lights Up,12237,0.078933333,4736
2021,July,1,Harry Styles,Lights Up,Lights Up,7/6/2021 8:35:00 PM,7/6/2021 3:35:00 PM,2plLJpUcYPFrl1sW2pMG63,Harry Styles:Lights Up,12997,2.765033333,165902
2020,November,1,Harry Styles,Lights Up,Lights Up,11/6/2020 9:57:00 PM,11/6/2020 4:57:00 PM,2plLJpUcYPFrl1sW2pMG63,Harry Styles:Lights Up,2435,2.870216667,172213
2020,November,1,Harry Styles,Lights Up,Lights Up,11/22/2020 1:29:00 AM,11/21/2020 8:29:00 PM,2plLJpUcYPFrl1sW2pMG63,Harry Styles:Lights Up,3026,2.870216667,172213
2021,March,1,Harry Styles,Lights Up,Lights Up,3/15/2021 3:46:00 PM,3/15/2021 10:46:00 AM,2plLJpUcYPFrl1sW2pMG63,Harry Styles:Lights Up,6716,2.870216667,172213
2021,June,1,Harry Styles,Lights Up,Lights Up,6/27/2021 7:21:00 PM,6/27/2021 2:21:00 PM,2plLJpUcYPFrl1sW2pMG63,Harry Styles:Lights Up,12221,2.870216667,172213
2021,July,1,Harry Styles,Lights Up,Lights Up,7/24/2021 2:51:00 PM,7/24/2021 9:51:00 AM,2plLJpUcYPFrl1sW2pMG63,Harry Styles:Lights Up,14106,2.870216667,172213
2021,March,1,Waxahatchee,Lilacs,Lilacs,3/26/2021 4:18:00 PM,3/26/2021 11:18:00 AM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,7485,0.796683333,47801
2021,March,1,Waxahatchee,Lilacs,Lilacs,3/18/2021 2:37:00 PM,3/18/2021 9:37:00 AM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,6862,1.296033333,77762
2020,December,1,Waxahatchee,Lilacs,Lilacs,12/9/2020 3:20:00 AM,12/8/2020 10:20:00 PM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,3685,1.620283333,97217
2021,March,1,Waxahatchee,Lilacs,Lilacs,3/26/2021 12:38:00 AM,3/25/2021 7:38:00 PM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,7443,1.897833333,113870
2021,March,1,Waxahatchee,Lilacs,Lilacs,3/18/2021 2:36:00 PM,3/18/2021 9:36:00 AM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,6861,1.9931,119586
2020,December,1,Waxahatchee,Lilacs,Lilacs,12/2/2020 2:41:00 PM,12/2/2020 9:41:00 AM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,3371,3.26,195600
2020,December,1,Waxahatchee,Lilacs,Lilacs,12/2/2020 6:51:00 PM,12/2/2020 1:51:00 PM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,3382,3.26,195600
2020,December,1,Waxahatchee,Lilacs,Lilacs,12/4/2020 7:24:00 PM,12/4/2020 2:24:00 PM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,3467,3.26,195600
2021,February,1,Waxahatchee,Lilacs,Lilacs,2/17/2021 1:42:00 PM,2/17/2021 8:42:00 AM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,5551,3.26,195600
2021,February,1,Waxahatchee,Lilacs,Lilacs,2/17/2021 7:06:00 PM,2/17/2021 2:06:00 PM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,5563,3.26,195600
2021,March,1,Waxahatchee,Lilacs,Lilacs,3/8/2021 4:25:00 PM,3/8/2021 11:25:00 AM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,6357,3.26,195600
2021,March,1,Waxahatchee,Lilacs,Lilacs,3/8/2021 8:37:00 PM,3/8/2021 3:37:00 PM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,6381,3.26,195600
2021,March,1,Waxahatchee,Lilacs,Lilacs,3/9/2021 12:29:00 AM,3/8/2021 7:29:00 PM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,6392,3.26,195600
2021,March,1,Waxahatchee,Lilacs,Lilacs,3/10/2021 1:38:00 PM,3/10/2021 8:38:00 AM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,6462,3.26,195600
2021,March,1,Waxahatchee,Lilacs,Lilacs,3/12/2021 2:44:00 PM,3/12/2021 9:44:00 AM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,6588,3.26,195600
2021,March,1,Waxahatchee,Lilacs,Lilacs,3/13/2021 2:54:00 AM,3/12/2021 9:54:00 PM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,6626,3.26,195600
2021,March,1,Waxahatchee,Lilacs,Lilacs,3/13/2021 4:08:00 PM,3/13/2021 11:08:00 AM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,6638,3.26,195600
2021,March,1,Waxahatchee,Lilacs,Lilacs,3/14/2021 2:00:00 PM,3/14/2021 9:00:00 AM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,6640,3.26,195600
2021,March,1,Waxahatchee,Lilacs,Lilacs,3/15/2021 11:44:00 PM,3/15/2021 6:44:00 PM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,6736,3.26,195600
2021,March,1,Waxahatchee,Lilacs,Lilacs,3/17/2021 12:20:00 PM,3/17/2021 7:20:00 AM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,6757,3.26,195600
2021,March,1,Waxahatchee,Lilacs,Lilacs,3/18/2021 1:47:00 AM,3/17/2021 8:47:00 PM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,6828,3.26,195600
2021,March,1,Waxahatchee,Lilacs,Lilacs,3/19/2021 1:31:00 PM,3/19/2021 8:31:00 AM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,6917,3.26,195600
2021,March,1,Waxahatchee,Lilacs,Lilacs,3/20/2021 10:30:00 AM,3/20/2021 5:30:00 AM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,7042,3.26,195600
2021,March,1,Waxahatchee,Lilacs,Lilacs,3/22/2021 7:52:00 PM,3/22/2021 2:52:00 PM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,7174,3.26,195600
2021,March,1,Waxahatchee,Lilacs,Lilacs,3/22/2021 9:16:00 PM,3/22/2021 4:16:00 PM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,7196,3.26,195600
2021,April,1,Waxahatchee,Lilacs,Lilacs,4/9/2021 11:34:00 AM,4/9/2021 6:34:00 AM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,8244,3.26,195600
2021,May,1,Waxahatchee,Lilacs,Lilacs,5/3/2021 2:21:00 AM,5/2/2021 9:21:00 PM,3pexh626z6y0VFieT8hvpF,Waxahatchee:Lilacs,9420,3.26,195600
2021,March,1,Houndmouth,Sedona,Little Neon Limelight,3/29/2021 1:35:00 PM,3/29/2021 8:35:00 AM,2kG5litgxXvx6ZRgwO1v7W,Houndmouth:Sedona,7670,3.998016667,239881
2021,July,1,Houndmouth,Sedona,Little Neon Limelight,7/20/2021 1:54:00 PM,7/20/2021 8:54:00 AM,2kG5litgxXvx6ZRgwO1v7W,Houndmouth:Sedona,13866,3.998016667,239881
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/25/2021 12:02:00 AM,3/24/2021 7:02:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7351,0.002133333,128
2021,August,1,Julien Baker,Relative Fiction,Little Oblivions,8/28/2021 4:13:00 PM,8/28/2021 11:13:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,15884,0.005683333,341
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/19/2021 2:13:00 PM,3/19/2021 9:13:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,6930,0.007816667,469
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/19/2021 2:13:00 PM,3/19/2021 9:13:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,6931,0.020266667,1216
2021,June,1,Julien Baker,Relative Fiction,Little Oblivions,6/26/2021 5:35:00 PM,6/26/2021 12:35:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,12098,0.122933333,7376
2021,September,1,Julien Baker,Relative Fiction,Little Oblivions,9/12/2021 6:11:00 PM,9/12/2021 1:11:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,16440,0.3218,19308
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/19/2021 1:00:00 PM,3/19/2021 8:00:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,6909,0.36835,22101
2021,May,1,Julien Baker,Relative Fiction,Little Oblivions,5/9/2021 8:19:00 PM,5/9/2021 3:19:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,9554,0.460833333,27650
2021,April,1,Julien Baker,Relative Fiction,Little Oblivions,4/22/2021 11:42:00 PM,4/22/2021 6:42:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,8929,0.492466667,29548
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/17/2021 8:41:00 PM,3/17/2021 3:41:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,6815,0.833666667,50020
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/24/2021 3:35:00 AM,3/23/2021 10:35:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7290,1.24835,74901
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/25/2021 6:30:00 PM,3/25/2021 1:30:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7412,1.2951,77706
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/10/2021 3:58:00 PM,3/10/2021 10:58:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,6482,1.683416667,101005
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/19/2021 2:01:00 PM,3/19/2021 9:01:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,6927,1.84835,110901
2021,April,1,Julien Baker,Relative Fiction,Little Oblivions,4/8/2021 11:07:00 PM,4/8/2021 6:07:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,8217,2.4779,148674
2021,August,1,Julien Baker,Relative Fiction,Little Oblivions,8/11/2021 7:16:00 PM,8/11/2021 2:16:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,15305,3.535216667,212113
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/17/2021 8:03:00 PM,3/17/2021 3:03:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,6804,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/18/2021 12:18:00 PM,3/18/2021 7:18:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,6839,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/18/2021 10:09:00 PM,3/18/2021 5:09:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,6902,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/19/2021 1:07:00 PM,3/19/2021 8:07:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,6911,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/19/2021 2:09:00 PM,3/19/2021 9:09:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,6929,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/19/2021 2:20:00 PM,3/19/2021 9:20:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,6937,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/20/2021 10:42:00 AM,3/20/2021 5:42:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7046,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/20/2021 3:50:00 PM,3/20/2021 10:50:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7075,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/21/2021 1:29:00 PM,3/21/2021 8:29:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7126,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/22/2021 1:36:00 PM,3/22/2021 8:36:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7135,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/22/2021 7:28:00 PM,3/22/2021 2:28:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7168,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/22/2021 8:52:00 PM,3/22/2021 3:52:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7190,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/22/2021 10:02:00 PM,3/22/2021 5:02:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7205,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/22/2021 11:34:00 PM,3/22/2021 6:34:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7216,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/23/2021 12:50:00 AM,3/22/2021 7:50:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7238,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/23/2021 2:47:00 PM,3/23/2021 9:47:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7248,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/23/2021 8:14:00 PM,3/23/2021 3:14:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7276,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/24/2021 3:22:00 AM,3/23/2021 10:22:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7288,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/24/2021 4:08:00 PM,3/24/2021 11:08:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7308,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/24/2021 11:57:00 PM,3/24/2021 6:57:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7348,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/26/2021 12:20:00 AM,3/25/2021 7:20:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7438,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/26/2021 2:14:00 PM,3/26/2021 9:14:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7460,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/26/2021 3:49:00 PM,3/26/2021 10:49:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7480,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/27/2021 3:16:00 PM,3/27/2021 10:16:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7551,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/27/2021 3:36:00 PM,3/27/2021 10:36:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7556,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/28/2021 5:18:00 PM,3/28/2021 12:18:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7605,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,3/29/2021 3:27:00 PM,3/29/2021 10:27:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7695,4.3211,259266
2021,March,1,Julien Baker,Relative Fiction,Little Oblivions,4/1/2021 1:17:00 AM,3/31/2021 8:17:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,7842,4.3211,259266
2021,April,1,Julien Baker,Relative Fiction,Little Oblivions,4/3/2021 10:41:00 PM,4/3/2021 5:41:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,8014,4.3211,259266
2021,April,1,Julien Baker,Relative Fiction,Little Oblivions,4/5/2021 11:24:00 PM,4/5/2021 6:24:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,8121,4.3211,259266
2021,April,1,Julien Baker,Relative Fiction,Little Oblivions,4/6/2021 9:33:00 PM,4/6/2021 4:33:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,8140,4.3211,259266
2021,April,1,Julien Baker,Relative Fiction,Little Oblivions,4/7/2021 12:20:00 AM,4/6/2021 7:20:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,8147,4.3211,259266
2021,April,1,Julien Baker,Relative Fiction,Little Oblivions,4/8/2021 2:13:00 PM,4/8/2021 9:13:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,8187,4.3211,259266
2021,April,1,Julien Baker,Relative Fiction,Little Oblivions,4/9/2021 12:12:00 AM,4/8/2021 7:12:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,8220,4.3211,259266
2021,April,1,Julien Baker,Relative Fiction,Little Oblivions,4/10/2021 1:22:00 PM,4/10/2021 8:22:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,8268,4.3211,259266
2021,April,1,Julien Baker,Relative Fiction,Little Oblivions,4/13/2021 1:14:00 AM,4/12/2021 8:14:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,8397,4.3211,259266
2021,April,1,Julien Baker,Relative Fiction,Little Oblivions,4/13/2021 6:48:00 PM,4/13/2021 1:48:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,8440,4.3211,259266
2021,April,1,Julien Baker,Relative Fiction,Little Oblivions,4/15/2021 2:20:00 PM,4/15/2021 9:20:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,8483,4.3211,259266
2021,April,1,Julien Baker,Relative Fiction,Little Oblivions,4/16/2021 4:18:00 PM,4/16/2021 11:18:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,8603,4.3211,259266
2021,May,1,Julien Baker,Relative Fiction,Little Oblivions,5/3/2021 2:01:00 AM,5/2/2021 9:01:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,9415,4.3211,259266
2021,May,1,Julien Baker,Relative Fiction,Little Oblivions,5/3/2021 8:19:00 PM,5/3/2021 3:19:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,9454,4.3211,259266
2021,May,1,Julien Baker,Relative Fiction,Little Oblivions,5/5/2021 8:37:00 PM,5/5/2021 3:37:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,9492,4.3211,259266
2021,May,1,Julien Baker,Relative Fiction,Little Oblivions,5/9/2021 5:56:00 PM,5/9/2021 12:56:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,9546,4.3211,259266
2021,May,1,Julien Baker,Relative Fiction,Little Oblivions,5/28/2021 1:55:00 PM,5/28/2021 8:55:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,10375,4.3211,259266
2021,May,1,Julien Baker,Relative Fiction,Little Oblivions,5/31/2021 10:49:00 PM,5/31/2021 5:49:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,10505,4.3211,259266
2021,June,1,Julien Baker,Relative Fiction,Little Oblivions,6/26/2021 4:03:00 PM,6/26/2021 11:03:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,12070,4.3211,259266
2021,July,1,Julien Baker,Relative Fiction,Little Oblivions,7/5/2021 11:42:00 PM,7/5/2021 6:42:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,12893,4.3211,259266
2021,July,1,Julien Baker,Relative Fiction,Little Oblivions,7/10/2021 5:07:00 PM,7/10/2021 12:07:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,13355,4.3211,259266
2021,August,1,Julien Baker,Relative Fiction,Little Oblivions,8/27/2021 3:08:00 PM,8/27/2021 10:08:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,15860,4.3211,259266
2021,August,1,Julien Baker,Relative Fiction,Little Oblivions,8/28/2021 5:38:00 PM,8/28/2021 12:38:00 PM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,15909,4.3211,259266
2021,August,1,Julien Baker,Relative Fiction,Little Oblivions,8/31/2021 3:54:00 PM,8/31/2021 10:54:00 AM,2YJ0fsIfGBNNCzyrfzQj8b,Julien Baker:Relative Fiction,16019,4.3211,259266
2021,March,1,Julien Baker,Faith Healer,Little Oblivions,3/19/2021 3:37:00 PM,3/19/2021 10:37:00 AM,5M7jnmPrtHgL5H4fTewJch,Julien Baker:Faith Healer,6945,0.002833333,170
2021,March,1,Julien Baker,Faith Healer,Little Oblivions,3/25/2021 12:02:00 AM,3/24/2021 7:02:00 PM,5M7jnmPrtHgL5H4fTewJch,Julien Baker:Faith Healer,7366,0.003183333,191
2021,March,1,Julien Baker,Faith Healer,Little Oblivions,3/27/2021 3:22:00 PM,3/27/2021 10:22:00 AM,5M7jnmPrtHgL5H4fTewJch,Julien Baker:Faith Healer,7552,0.2374,14244
2021,March,1,Julien Baker,Faith Healer,Little Oblivions,3/31/2021 6:41:00 PM,3/31/2021 1:41:00 PM,5M7jnmPrtHgL5H4fTewJch,Julien Baker:Faith Healer,7811,0.38515,23109
2021,March,1,Julien Baker,Faith Healer,Little Oblivions,3/27/2021 3:04:00 PM,3/27/2021 10:04:00 AM,5M7jnmPrtHgL5H4fTewJch,Julien Baker:Faith Healer,7548,0.437366667,26242
2021,August,1,Julien Baker,Faith Healer,Little Oblivions,8/1/2021 1:04:00 PM,8/1/2021 8:04:00 AM,5M7jnmPrtHgL5H4fTewJch,Julien Baker:Faith Healer,14769,0.71715,43029
2021,March,1,Julien Baker,Faith Healer,Little Oblivions,3/17/2021 7:03:00 PM,3/17/2021 2:03:00 PM,5M7jnmPrtHgL5H4fTewJch,Julien Baker:Faith Healer,6796,1.060666667,63640
2021,April,1,Julien Baker,Faith Healer,Little Oblivions,4/16/2021 12:04:00 AM,4/15/2021 7:04:00 PM,5M7jnmPrtHgL5H4fTewJch,Julien Baker:Faith Healer,8543,1.264133333,75848
2021,March,1,Julien Baker,Faith Healer,Little Oblivions,3/18/2021 12:04:00 PM,3/18/2021 7:04:00 AM,5M7jnmPrtHgL5H4fTewJch,Julien Baker:Faith Healer,6835,1.736933333,104216
2021,April,1,Julien Baker,Faith Healer,Little Oblivions,4/10/2021 4:41:00 PM,4/10/2021 11:41:00 AM,5M7jnmPrtHgL5H4fTewJch,Julien Baker:Faith Healer,8285,1.769783333,106187
2020,December,1,Julien Baker,Faith Healer,Little Oblivions,12/4/2020 3:28:00 PM,12/4/2020 10:28:00 AM,5M7jnmPrtHgL5H4fTewJch,Julien Baker:Faith Healer,3437,2.912883333,174773
2021,March,1,Julien Baker,Faith Healer,Little Oblivions,3/10/2021 3:56:00 PM,3/10/2021 10:56:00 AM,5M7jnmPrtHgL5H4fTewJch,Julien Baker:Faith Healer,6481,2.912883333,174773
2021,March,1,Julien Baker,Faith Healer,Little Oblivions,3/12/2021 3:09:00 PM,3/12/2021 10:09:00 AM,5M7jnmPrtHgL5H4fTewJch,Julien Baker:Faith Healer,6595,2.912883333,174773
2021,March,1,Julien Baker,Faith Healer,Little Oblivions,3/17/2021 7:12:00 PM,3/17/2021 2:12:00 PM,5M7jnmPrtHgL5H4fTewJch,Julien Baker:Faith Healer,6799,2.912883333,174773
2021,March,1,Julien Baker,Faith Healer,Little Oblivions,3/17/2021 7:59:00 PM,3/17/2021 2:59:00 PM,5M7jnmPrtHgL5H4fTewJch,Julien Baker:Faith Healer,6803,2.912883333,174773
2021,March,1,Julien Baker,Faith Healer,Little Oblivions,3/18/2021 1:24:00 AM,3/17/2021 8:24:00 PM,5M7jnmPrtHgL5H4fTewJch,Julien Baker:Faith Healer,6821,2.912883333,174773
2021,March,1,Julien Baker,Faith Healer,Little Oblivions,3/18/2021 1:27:00 AM,3/17/2021 8:27:00 PM,5M7jnmPrtHgL5H4fTewJch,Julien Baker:Faith Healer,6823,2.912883333,174773
2021,March,1,Julien Baker,Faith Healer,Little Oblivions,3/18/2021 12:14:00 PM,3/18/2021 7:14:00 AM,5M7jnmPrtHgL5H4fTewJch,Julien Baker:Faith Healer,6838,2.912883333,174773
